modeling_row_id,sentiment_negative,sentiment_neutral,sentiment_positive
4663,0.09601059,0.26454318,0.63944626
4664,0.030592155,0.41466492,0.554743
4665,0.01855173,0.68954635,0.29190192
4666,0.08681137,0.32183138,0.59135723
4667,0.043952286,0.17654656,0.77950114
4668,0.3384698,0.62013936,0.041390866
4669,0.19670987,0.3047952,0.49849492
4670,0.40761143,0.4621474,0.13024104
4671,0.08686259,0.78645414,0.1266832
4672,0.22409514,0.35538864,0.42051622
4673,0.79284203,0.1846808,0.022477152
4674,0.35869426,0.5695434,0.07176227
4675,0.8054137,0.16926135,0.025324889
4676,0.46540192,0.49416563,0.040432446
4677,0.48052624,0.46415457,0.055319123
4678,0.88716537,0.09398379,0.018850878
4679,0.8932059,0.08791035,0.018883804
4680,0.16939425,0.6371248,0.19348094
4681,0.09925176,0.28934625,0.611402
4682,0.05872428,0.37836853,0.5629072
4683,0.21663718,0.7489382,0.034424648
4684,0.779336,0.19557212,0.025091948
4685,0.4768622,0.49577188,0.027365968
4686,0.66815335,0.26377004,0.06807657
4687,0.195565,0.47605744,0.32837763
4688,0.36600795,0.57958275,0.05440932
4689,0.7954451,0.18112649,0.023428494
4690,0.25277787,0.67505115,0.072171
4691,0.8484137,0.13580485,0.015781535
4692,0.09750446,0.26572716,0.63676834
4693,0.3945281,0.55573475,0.04973715
4694,0.7941857,0.18093397,0.02488035
4695,0.7424003,0.23035286,0.027246764
4696,0.15901318,0.691749,0.14923784
4697,0.79450905,0.16401121,0.041479703
4698,0.7761927,0.20637536,0.017431967
4699,0.26235953,0.6892304,0.048410103
4700,0.22299525,0.72628695,0.05071775
4701,0.17483377,0.6315044,0.19366175
4702,0.19923705,0.70068395,0.10007892
4703,0.4262071,0.5122868,0.061506137
4704,0.20577185,0.63806814,0.15615997
4705,0.67398226,0.23160295,0.0944148
4706,0.52921534,0.4192556,0.051529042
4707,0.098055445,0.33097732,0.57096726
4708,0.33293116,0.5761567,0.0909122
4709,0.65032727,0.32030272,0.029369963
4710,0.3372812,0.50923824,0.15348062
4711,0.20664799,0.73546976,0.057882175
4712,0.34970996,0.45254746,0.19774254
4713,0.46017578,0.4935984,0.04622589
4714,0.39363167,0.308047,0.29832137
4715,0.8240423,0.14919546,0.026762197
4716,0.55061734,0.3991981,0.050184503
4717,0.8452101,0.1322542,0.022535726
4718,0.40231895,0.56260335,0.03507772
4719,0.09461252,0.34456682,0.56082064
4720,0.09473703,0.51604235,0.38922057
4721,0.034266308,0.45873344,0.5070003
4722,0.4119796,0.54760253,0.040417958
4723,0.85816383,0.11053419,0.031301945
4724,0.79838383,0.1709575,0.030658696
4725,0.2640856,0.6893487,0.046565726
4726,0.63139486,0.32679716,0.041807957
4727,0.12378994,0.35768774,0.5185224
4728,0.13090986,0.5618306,0.30725962
4729,0.32284006,0.3909203,0.28623965
4730,0.71364826,0.19560023,0.0907515
4731,0.048028234,0.26924476,0.682727
4732,0.10784699,0.39103398,0.5011191
4733,0.22715744,0.52002716,0.25281546
4734,0.13693345,0.7916953,0.07137121
4735,0.7294125,0.24006183,0.030525604
4736,0.09467042,0.3143847,0.59094495
4737,0.49696106,0.28803825,0.21500066
4738,0.75276726,0.20751247,0.039720237
4739,0.077913545,0.31322348,0.60886306
4740,0.5363394,0.3596198,0.1040408
4741,0.48958477,0.32508415,0.18533112
4742,0.09764434,0.6887313,0.21362442
4743,0.48392084,0.46758482,0.048494343
4744,0.461204,0.4365657,0.10223031
4745,0.3649945,0.5971681,0.037837386
4746,0.68797266,0.26065066,0.05137672
4747,0.086123876,0.4688794,0.44499665
4748,0.5060929,0.4104615,0.083445676
4749,0.081276715,0.28819054,0.6305328
4750,0.28851157,0.5041254,0.20736302
4751,0.8409623,0.13950267,0.01953502
4752,0.5390729,0.4204299,0.040497262
4753,0.6490442,0.25681907,0.09413669
4754,0.62864614,0.27062958,0.10072425
4755,0.11682644,0.45922726,0.4239463
4756,0.51271987,0.42833453,0.058945633
4757,0.33827457,0.6088585,0.052866872
4758,0.57099926,0.3810329,0.047967806
4759,0.2816057,0.6869118,0.031482395
4760,0.6123774,0.24781281,0.1398098
4761,0.36570176,0.2670658,0.3672324
4762,0.56823236,0.34327057,0.088497065
4763,0.8023069,0.17247382,0.025219249
4764,0.07099068,0.28196707,0.6470422
4765,0.18717265,0.46584898,0.34697837
4766,0.76837176,0.20157401,0.030054228
4767,0.47215894,0.44268802,0.08515299
4768,0.45035255,0.5184426,0.031204946
4769,0.21479604,0.65625906,0.12894483
4770,0.56638116,0.33207285,0.10154594
4771,0.10901106,0.19408175,0.6969072
4772,0.72048885,0.2107241,0.06878704
4773,0.69897395,0.27598315,0.025042845
4774,0.7780165,0.1958289,0.026154602
4775,0.7119092,0.22717854,0.06091232
4776,0.8604394,0.10085203,0.038708568
4777,0.5768535,0.38035595,0.042790525
4778,0.06992999,0.83411807,0.09595194
4779,0.21242777,0.49079376,0.29677847
4780,0.032813292,0.5028052,0.46438164
4781,0.4760019,0.32363603,0.20036204
4782,0.67114747,0.281796,0.047056563
4783,0.07604173,0.87069064,0.053267628
4784,0.26399937,0.52879685,0.20720373
4785,0.66913515,0.28963915,0.041225716
4786,0.50675446,0.4458992,0.04734633
4787,0.86867386,0.109971866,0.021354247
4788,0.5547658,0.37736356,0.067870654
4789,0.78696615,0.19251005,0.020523835
4790,0.7220204,0.24286911,0.035110526
4791,0.048339292,0.89795506,0.05370564
4792,0.19678088,0.6786368,0.12458238
4793,0.4877272,0.48796883,0.024303906
4794,0.3354552,0.5269003,0.13764445
4795,0.43936938,0.49620232,0.06442824
4796,0.64477,0.30142888,0.053801034
4797,0.46507943,0.4830345,0.051886074
4798,0.24844402,0.3792871,0.37226886
4799,0.53051007,0.31902084,0.15046908
4800,0.089305095,0.5085011,0.40219378
4801,0.015751757,0.3882565,0.5959918
4802,0.072909236,0.3104006,0.61669016
4803,0.28358555,0.5287141,0.18770033
4804,0.539175,0.30574018,0.15508479
4805,0.124119736,0.48677707,0.3891032
4806,0.47405607,0.4297008,0.0962431
4807,0.3884285,0.5661342,0.045437295
4808,0.7926461,0.17665847,0.030695427
4809,0.45027187,0.3637874,0.18594073
4810,0.41980353,0.39782447,0.182372
4811,0.030792505,0.14305806,0.8261494
4812,0.30161574,0.39210764,0.30627665
4813,0.11112744,0.46936485,0.41950765
4814,0.7185574,0.24101152,0.040431056
4815,0.13736367,0.32742074,0.53521556
4816,0.08476598,0.2993842,0.6158498
4817,0.20907733,0.24324717,0.5476755
4818,0.47510755,0.48312464,0.04176776
4819,0.59553736,0.36880735,0.035655268
4820,0.06661494,0.8362682,0.09711686
4821,0.072546326,0.21105301,0.7164007
4822,0.34357244,0.3643288,0.2920988
4823,0.46704715,0.3310282,0.2019246
4824,0.30412275,0.3833357,0.31254154
4825,0.15356115,0.57314575,0.27329308
4826,0.07433647,0.23756796,0.68809557
4827,0.6745441,0.2890198,0.03643616
4828,0.37045833,0.42856225,0.2009794
4829,0.519496,0.29670087,0.18380305
4830,0.83377886,0.14594863,0.020272547
4831,0.7920605,0.18193242,0.026007108
4832,0.0516644,0.84842896,0.09990662
4833,0.529922,0.37166202,0.09841598
4834,0.11408157,0.6982154,0.18770304
4835,0.06576573,0.24621549,0.6880188
4836,0.13251042,0.7580279,0.10946165
4837,0.20751429,0.74471194,0.04777379
4838,0.22316018,0.48187038,0.29496938
4839,0.8179975,0.16672517,0.015277232
4840,0.07006962,0.3762775,0.5536528
4841,0.6017367,0.353515,0.044748332
4842,0.43583968,0.5218215,0.04233883
4843,0.78187245,0.19657758,0.021549966
4844,0.27851123,0.6932726,0.028216135
4845,0.5592083,0.40680575,0.033986
4846,0.8166222,0.1582099,0.02516789
4847,0.7738491,0.18872306,0.037427895
4848,0.66703343,0.281434,0.051532514
4849,0.12426841,0.36122218,0.5145094
4850,0.26478058,0.29449648,0.44072285
4851,0.23813523,0.7234167,0.03844805
4852,0.03256153,0.79258066,0.17485775
4853,0.6103476,0.35036674,0.039285626
4854,0.054050356,0.17857257,0.767377
4855,0.7552598,0.21806335,0.026676843
4856,0.2003389,0.72323334,0.07642776
4857,0.0667389,0.76593465,0.16732654
4858,0.8207656,0.15369914,0.025535265
4859,0.59391695,0.30854964,0.09753338
4860,0.6128046,0.34775499,0.03944043
4861,0.7425132,0.23865023,0.01883662
4862,0.77301,0.18601958,0.040970393
4863,0.81481093,0.1641096,0.021079522
4864,0.3139304,0.49864006,0.18742949
4865,0.089329734,0.48671466,0.42395556
4866,0.3711175,0.5121843,0.116698146
4867,0.24199358,0.48707622,0.27093017
4868,0.08928835,0.50860536,0.40210637
4869,0.080928944,0.31474474,0.60432637
4870,0.6913833,0.27202713,0.03658968
4871,0.2028456,0.3820948,0.41505966
4872,0.7247457,0.20952047,0.065733835
4873,0.7125505,0.22865565,0.058793828
4874,0.87783796,0.10425493,0.017907107
4875,0.63541144,0.28077343,0.083815075
4876,0.65689665,0.31334436,0.029758984
4877,0.6055698,0.33318925,0.061240952
4878,0.5081674,0.46927854,0.02255401
4879,0.6926779,0.27161673,0.03570535
4880,0.4958473,0.46386698,0.04028565
4881,0.19879252,0.65405285,0.1471546
4882,0.5873188,0.36509606,0.04758523
4883,0.6297393,0.33654734,0.03371334
4884,0.11049871,0.3958902,0.49361113
4885,0.8401258,0.13684425,0.023029959
4886,0.3039323,0.64281785,0.053249814
4887,0.68746686,0.28427973,0.028253425
4888,0.863173,0.1155539,0.021273041
4889,0.035728116,0.31218004,0.65209186
4890,0.14939888,0.6871754,0.1634257
4891,0.052520134,0.8449634,0.102516495
4892,0.508306,0.37740156,0.11429242
4893,0.1198807,0.37520146,0.50491786
4894,0.029888224,0.7009638,0.269148
4895,0.680408,0.2675221,0.052069902
4896,0.3166571,0.51766515,0.16567783
4897,0.3906236,0.5747659,0.03461048
4898,0.89781797,0.07974036,0.022441661
4899,0.55626315,0.3368286,0.10690822
4900,0.36060742,0.42587742,0.21351519
4901,0.02911583,0.56168336,0.40920082
4902,0.07886035,0.82906705,0.09207269
4903,0.07027509,0.8370516,0.092673264
4904,0.16626859,0.62686855,0.20686294
4905,0.054957997,0.4476977,0.49734426
4906,0.18401058,0.42662257,0.3893669
4907,0.76346457,0.21114518,0.02539031
4908,0.032846034,0.25681132,0.71034265
4909,0.033786718,0.84028393,0.12592937
4910,0.050461665,0.3451562,0.6043821
4911,0.7927683,0.16673076,0.04050095
4912,0.6320619,0.31650594,0.051432155
4913,0.04969469,0.257507,0.69279826
4914,0.07634705,0.46148798,0.46216494
4915,0.8556229,0.12392571,0.020451477
4916,0.15355808,0.72551197,0.120929986
4917,0.59977585,0.347815,0.052409068
4918,0.68809843,0.27687228,0.035029255
4919,0.1604277,0.7582579,0.08131437
4920,0.6864602,0.2790795,0.034460302
4921,0.8513882,0.12465217,0.02395961
4922,0.21731873,0.53033894,0.25234225
4923,0.15513419,0.43757108,0.4072947
4924,0.3999069,0.5541983,0.045894798
4925,0.19477691,0.5668487,0.23837432
4926,0.20032826,0.7457697,0.053902075
4927,0.19160897,0.29667225,0.5117188
4928,0.16791075,0.54217505,0.28991425
4929,0.1895446,0.31531247,0.49514297
4930,0.44221228,0.2571301,0.3006577
4931,0.7701864,0.20855083,0.021262754
4932,0.87643564,0.107043445,0.016521042
4933,0.8119174,0.16245797,0.025624637
4934,0.32806516,0.40155485,0.27037996
4935,0.30267018,0.66150504,0.03582483
4936,0.43825582,0.5353377,0.026406398
4937,0.64701277,0.29114595,0.061841246
4938,0.13197736,0.4071379,0.46088466
4939,0.7511088,0.22276065,0.026130496
4940,0.43235064,0.3421492,0.22550015
4941,0.83119637,0.14631227,0.022491442
4942,0.035418745,0.42505845,0.53952277
4943,0.24997744,0.42375293,0.32626963
4944,0.45237586,0.50740516,0.04021901
4945,0.43035167,0.53856736,0.031080998
4946,0.015439028,0.7220479,0.26251295
4947,0.37475577,0.5429326,0.08231162
4948,0.6724218,0.2876316,0.03994658
4949,0.25224787,0.58113396,0.1666182
4950,0.22067165,0.32357267,0.45575568
4951,0.81903976,0.15446748,0.026492724
4952,0.48172727,0.36226055,0.15601222
4953,0.5525444,0.388976,0.058479644
4954,0.023042422,0.1257632,0.8511943
4955,0.08123364,0.50091666,0.41784966
4956,0.31164387,0.6229459,0.065410115
4957,0.75566375,0.21957481,0.02476141
4958,0.75129926,0.21161705,0.037083577
4959,0.021809155,0.897181,0.08100982
4960,0.07374287,0.3822755,0.54398173
4961,0.45327666,0.35261956,0.19410376
4962,0.801191,0.17802747,0.02078156
4963,0.036223445,0.89548683,0.06828969
4964,0.58947504,0.37879992,0.031725064
4965,0.04614889,0.8833061,0.07054503
4966,0.81392777,0.1626668,0.023405394
4967,0.055545505,0.76048285,0.18397161
4968,0.27549487,0.654854,0.069651164
4969,0.6246474,0.2504609,0.1248917
4970,0.04479677,0.77473956,0.18046369
4971,0.17141764,0.7988721,0.029710246
4972,0.21837193,0.34868038,0.43294773
4973,0.13414371,0.44398537,0.4218709
4974,0.6708021,0.2987404,0.030457472
4975,0.26470143,0.5652739,0.1700247
4976,0.5443715,0.32332715,0.13230145
4977,0.4526206,0.5121865,0.03519292
4978,0.2987596,0.36426756,0.33697283
4979,0.20825616,0.4179006,0.3738433
4980,0.47361752,0.47532642,0.051056042
4981,0.56704986,0.24524838,0.18770176
4982,0.8245508,0.15434141,0.021107825
4983,0.17373729,0.3228828,0.5033799
4984,0.25598243,0.7153628,0.02865483
4985,0.07674684,0.28115687,0.6420963
4986,0.70146614,0.25541613,0.043117717
4987,0.7152175,0.24101526,0.04376734
4988,0.28592166,0.6824243,0.031654067
4989,0.23521698,0.537496,0.22728707
4990,0.7201397,0.22112532,0.058735013
4991,0.031045716,0.7592232,0.20973106
4992,0.14696464,0.754643,0.098392375
4993,0.5126504,0.45431313,0.033036467
4994,0.451885,0.37235484,0.17576015
4995,0.25256476,0.45435554,0.2930797
4996,0.40029556,0.4417547,0.15794973
4997,0.13598995,0.4419977,0.42201236
4998,0.7103125,0.23999421,0.049693253
4999,0.051538553,0.2901241,0.65833735
5000,0.108054794,0.6473131,0.24463217
5001,0.8314911,0.14603508,0.0224738
5002,0.14700338,0.6860416,0.16695507
5003,0.35064515,0.4977464,0.15160844
5004,0.1175839,0.78986996,0.092546165
5005,0.106776334,0.23369884,0.65952486
5006,0.72124845,0.23581207,0.04293947
5007,0.6956975,0.27022618,0.034076333
5008,0.053756997,0.52489614,0.42134684
5009,0.13163905,0.6259873,0.24237365
5010,0.55345035,0.41230094,0.03424871
5011,0.63782585,0.31760815,0.04456593
5012,0.53218377,0.42770085,0.040115386
5013,0.28091633,0.6506456,0.06843805
5014,0.39019954,0.32984373,0.27995673
5015,0.35808086,0.57032865,0.071590416
5016,0.07817267,0.3386117,0.58321565
5017,0.20899497,0.45536524,0.33563977
5018,0.8536704,0.12480265,0.021526825
5019,0.7671018,0.20843436,0.024463778
5020,0.11779395,0.60700977,0.27519628
5021,0.80808854,0.1674968,0.024414718
5022,0.03391491,0.28982216,0.6762629
5023,0.08341003,0.32715896,0.589431
5024,0.37241605,0.33527878,0.2923052
5025,0.096305266,0.4298078,0.47388694
5026,0.2645479,0.56413573,0.1713164
5027,0.0334055,0.7669513,0.19964327
5028,0.032741535,0.30881536,0.6584431
5029,0.17826106,0.7541048,0.06763417
5030,0.09363957,0.562022,0.34433854
5031,0.09229039,0.32808632,0.5796233
5032,0.4971743,0.4695035,0.03332225
5033,0.64196265,0.32849205,0.02954528
5034,0.1404504,0.49023446,0.36931512
5035,0.73976177,0.2139724,0.04626581
5036,0.86497426,0.11957464,0.015451114
5037,0.13679585,0.7787535,0.08445066
5038,0.66798776,0.22367896,0.108333305
5039,0.8020059,0.15269847,0.045295596
5040,0.3603661,0.37626237,0.2633715
5041,0.5624578,0.40484062,0.032701556
5042,0.54216117,0.36915028,0.08868849
5043,0.8920534,0.08378715,0.024159437
5044,0.4539431,0.5045643,0.04149258
5045,0.29554343,0.6729078,0.031548765
5046,0.7987257,0.17592545,0.025348876
5047,0.6458141,0.3139705,0.04021537
5048,0.06690034,0.33114383,0.60195583
5049,0.77120626,0.20372027,0.025073465
5050,0.10906133,0.57394147,0.31699714
5051,0.043976437,0.27759674,0.6784268
5052,0.76746655,0.17846641,0.054067086
5053,0.06490542,0.2833658,0.6517288
5054,0.21872683,0.52024657,0.26102647
5055,0.17862445,0.40137178,0.4200038
5056,0.5392443,0.31701678,0.14373893
5057,0.18978539,0.3638697,0.4463449
5058,0.10317791,0.63861525,0.25820684
5059,0.11440167,0.7393575,0.14624088
5060,0.83074296,0.14349131,0.025765728
5061,0.032004908,0.46702567,0.50096935
5062,0.097222134,0.67658144,0.22619645
5063,0.67109674,0.26677155,0.06213171
5064,0.17177989,0.5942664,0.23395373
5065,0.41091242,0.554946,0.03414161
5066,0.07807497,0.40208262,0.51984245
5067,0.8158923,0.16412388,0.01998379
5068,0.60681945,0.28333527,0.10984522
5069,0.55639374,0.41078258,0.032823686
5070,0.11650749,0.84349614,0.039996445
5071,0.059118554,0.49893355,0.4419478
5072,0.7614105,0.19499174,0.04359775
5073,0.6746887,0.2863244,0.038986865
5074,0.23633704,0.46730557,0.29635745
5075,0.022308895,0.9144414,0.063249774
5076,0.13415466,0.5371021,0.32874328
5077,0.79789823,0.17631246,0.025789313
5078,0.22090574,0.60208017,0.17701411
5079,0.029266406,0.86868113,0.102052495
5080,0.5371657,0.43850967,0.024324598
5081,0.8007061,0.17141673,0.027877074
5082,0.22429202,0.58368665,0.19202138
5083,0.04343523,0.17938404,0.77718073
5084,0.09289543,0.35786018,0.54924434
5085,0.09917452,0.4077632,0.49306226
5086,0.084490456,0.33753395,0.5779756
5087,0.038405485,0.7815806,0.18001392
5088,0.14130381,0.5611864,0.2975098
5089,0.4346188,0.45714948,0.10823177
5090,0.87426287,0.10720655,0.018530596
5091,0.70499307,0.25058737,0.044419616
5092,0.4330518,0.49412385,0.0728244
5093,0.29991788,0.29942933,0.4006528
5094,0.3622854,0.60047776,0.037236895
5095,0.15433045,0.40528062,0.44038886
5096,0.8881255,0.09521989,0.0166546
5097,0.49151978,0.37926218,0.12921803
5098,0.39409187,0.36813274,0.2377754
5099,0.1512348,0.78351724,0.065247975
5100,0.059439134,0.44853482,0.49202603
5101,0.78385085,0.19920756,0.016941572
5102,0.46235844,0.374701,0.1629406
5103,0.7578902,0.20711678,0.03499296
5104,0.50597024,0.3393123,0.15471748
5105,0.81852597,0.15937579,0.022098176
5106,0.48168597,0.4878416,0.03047242
5107,0.2865335,0.6839718,0.029494695
5108,0.56404734,0.33878812,0.09716463
5109,0.77204096,0.19321379,0.03474519
5110,0.40030396,0.5554386,0.04425748
5111,0.87788707,0.1026937,0.019419145
5112,0.0586964,0.33573648,0.6055671
5113,0.07560041,0.24356939,0.6808302
5114,0.075856864,0.72691065,0.19723247
5115,0.32191798,0.53028905,0.14779289
5116,0.2390947,0.58494425,0.17596108
5117,0.080814324,0.53777725,0.3814084
5118,0.55573267,0.37525454,0.06901287
5119,0.1890892,0.7753247,0.035586093
5120,0.3545225,0.5996523,0.04582521
5121,0.061007112,0.34498176,0.59401107
5122,0.25479215,0.7088102,0.036397662
5123,0.733901,0.23996273,0.026136309
5124,0.27070883,0.7054585,0.023832614
5125,0.056310885,0.23802675,0.70566237
5126,0.1656008,0.4249414,0.40945786
5127,0.41882214,0.3708445,0.21033333
5128,0.7952957,0.18278956,0.021914707
5129,0.14516172,0.7383378,0.11650044
5130,0.09032021,0.2701531,0.6395266
5131,0.59866554,0.35766336,0.043671135
5132,0.08735661,0.43647215,0.47617126
5133,0.8413316,0.12005703,0.038611375
5134,0.6715647,0.29594657,0.0324887
5135,0.84178996,0.13827822,0.0199319
5136,0.045745183,0.84902644,0.10522835
5137,0.18096337,0.6553965,0.16364016
5138,0.47704732,0.48652622,0.036426473
5139,0.8900796,0.093058944,0.016861422
5140,0.5014111,0.4446525,0.053936455
5141,0.7553909,0.18532243,0.059286643
5142,0.47993422,0.4850362,0.035029642
5143,0.16069964,0.6919643,0.14733604
5144,0.0942437,0.8359879,0.069768384
5145,0.1216994,0.44156128,0.43673933
5146,0.024635617,0.35912603,0.6162383
5147,0.046820976,0.4746079,0.47857106
5148,0.76376694,0.21000327,0.02622975
5149,0.8665231,0.11631926,0.01715764
5150,0.46058586,0.31107607,0.22833811
5151,0.80759656,0.16200502,0.030398387
5152,0.82786226,0.15094797,0.021189766
5153,0.81672627,0.15892354,0.024350176
5154,0.15315518,0.6854289,0.16141587
5155,0.17375654,0.77872336,0.047520123
5156,0.10662163,0.73916537,0.154213
5157,0.13678843,0.43369004,0.42952147
5158,0.03873695,0.7798896,0.18137349
5159,0.10887864,0.83231974,0.058801588
5160,0.43883222,0.50303257,0.058135208
5161,0.024342988,0.78323543,0.19242162
5162,0.8614139,0.12255958,0.016026461
5163,0.22093102,0.6091661,0.16990294
5164,0.025037961,0.31830096,0.6566611
5165,0.2053152,0.7590506,0.035634287
5166,0.23170255,0.73475903,0.033538394
5167,0.25577044,0.39442578,0.34980375
5168,0.73346424,0.2272448,0.039290927
5169,0.24576461,0.51724434,0.23699102
5170,0.7651192,0.18694149,0.047939286
5171,0.09030935,0.60922533,0.30046526
5172,0.34588858,0.45635659,0.19775477
5173,0.05785054,0.73937535,0.20277415
5174,0.2846379,0.5977972,0.11756491
5175,0.73454815,0.22407922,0.04137264
5176,0.18894996,0.77112716,0.039922908
5177,0.864374,0.116837725,0.018788239
5178,0.0220815,0.62818646,0.34973198
5179,0.6153439,0.24497423,0.1396818
5180,0.66017777,0.29923353,0.04058869
5181,0.5806174,0.3722577,0.047124796
5182,0.07314558,0.58121073,0.34564373
5183,0.5443157,0.40557075,0.050113533
5184,0.49828625,0.44761756,0.054096226
5185,0.15247987,0.2945056,0.5530146
5186,0.51945716,0.39105147,0.08949146
5187,0.095063284,0.8442603,0.060676474
5188,0.014428435,0.64946884,0.33610278
5189,0.76563877,0.19538823,0.038973037
5190,0.70627207,0.2629449,0.03078307
5191,0.022646766,0.34299693,0.6343563
5192,0.0652867,0.37258527,0.562128
5193,0.066150896,0.39147335,0.54237574
5194,0.19985333,0.55136514,0.24878147
5195,0.38235298,0.30588165,0.31176534
5196,0.5159205,0.43034062,0.053738825
5197,0.0422696,0.8418974,0.11583304
5198,0.023849748,0.32525358,0.65089667
5199,0.07852247,0.3001723,0.62130517
5200,0.7649455,0.21103474,0.024019847
5201,0.036153257,0.5272916,0.43655515
5202,0.7035075,0.25105828,0.045434203
5203,0.08081994,0.79649323,0.12268682
5204,0.4812806,0.4775776,0.041141756
5205,0.791348,0.17993289,0.028719207
5206,0.2521703,0.71836156,0.029468201
5207,0.22287929,0.6916329,0.08548779
5208,0.75873893,0.19007511,0.05118592
5209,0.40546596,0.3399655,0.25456858
5210,0.8576832,0.123480044,0.018836798
5211,0.35343257,0.60916007,0.037407316
5212,0.5611836,0.38586444,0.05295199
5213,0.6214022,0.27735004,0.10124777
5214,0.8492496,0.12022372,0.03052674
5215,0.6896795,0.2629993,0.04732119
5216,0.56935483,0.38443014,0.046215013
5217,0.051715758,0.864807,0.08347722
5218,0.102420956,0.32151902,0.57606
5219,0.8359818,0.124687105,0.039331194
5220,0.80858773,0.17216747,0.019244796
5221,0.2992442,0.6123237,0.08843219
5222,0.7911542,0.18399145,0.02485439
5223,0.025609892,0.44821894,0.52617115
5224,0.217505,0.7024159,0.080079146
5225,0.39271173,0.48569572,0.12159254
5226,0.037087798,0.32042736,0.6424848
5227,0.7895502,0.1904156,0.020034265
5228,0.853173,0.120057575,0.026769364
5229,0.36585626,0.6083031,0.025840644
5230,0.043506693,0.31080723,0.6456861
5231,0.6427288,0.31412065,0.04315047
5232,0.5342597,0.3394257,0.12631458
5233,0.83364385,0.14632614,0.020030037
5234,0.15887941,0.41779912,0.4233215
5235,0.07842362,0.30569375,0.6158826
5236,0.68316424,0.27126604,0.045569632
5237,0.85155106,0.12617008,0.022278897
5238,0.10198382,0.28716692,0.61084926
5239,0.018987544,0.2949789,0.6860336
5240,0.21018957,0.7535123,0.036298074
5241,0.62595683,0.33827862,0.03576455
5242,0.30911782,0.6233064,0.06757576
5243,0.074712515,0.46028626,0.46500126
5244,0.11311325,0.47606024,0.41082656
5245,0.13365133,0.27460688,0.59174186
5246,0.16224551,0.80390376,0.033850774
5247,0.13455357,0.68664473,0.17880173
5248,0.7928968,0.18061803,0.026485164
5249,0.08237935,0.8567968,0.06082386
5250,0.24649943,0.51501113,0.23848948
5251,0.44349074,0.52354556,0.032963768
5252,0.42838043,0.5446034,0.027016195
5253,0.04101041,0.78554934,0.17344025
5254,0.3153823,0.482928,0.20168965
5255,0.36209172,0.6101091,0.027799217
5256,0.26812065,0.39093146,0.34094787
5257,0.11848786,0.5982031,0.28330904
5258,0.08124927,0.83968896,0.07906181
5259,0.1470417,0.8043222,0.04863623
5260,0.8387317,0.14260662,0.018661631
5261,0.6580334,0.31079662,0.031169966
5262,0.048035763,0.3225401,0.6294241
5263,0.27111515,0.6804775,0.04840735
5264,0.81117153,0.15732582,0.031502664
5265,0.5876913,0.36675164,0.045557085
5266,0.013723915,0.7683475,0.2179286
5267,0.6962138,0.25557107,0.048215084
5268,0.027906572,0.75374377,0.21834971
5269,0.63794047,0.32170182,0.040357716
5270,0.15436034,0.44060245,0.40503722
5271,0.68033046,0.27469984,0.044969667
5272,0.2603296,0.5775768,0.16209356
5273,0.22222437,0.5152633,0.2625123
5274,0.8854382,0.09189026,0.02267155
5275,0.8591608,0.11266444,0.028174812
5276,0.02032302,0.3703729,0.6093041
5277,0.5942769,0.3654601,0.040263
5278,0.24627386,0.71331525,0.040410884
5279,0.29201597,0.6518855,0.056098495
5280,0.75919074,0.2057239,0.035085417
5281,0.7481654,0.2137146,0.03811999
5282,0.6156043,0.28889468,0.09550109
5283,0.25407824,0.5169988,0.22892293
5284,0.45473725,0.50918674,0.03607607
5285,0.42526835,0.5438032,0.030928437
5286,0.5921596,0.3595656,0.048274748
5287,0.22503525,0.6594199,0.11554485
5288,0.3727319,0.5854735,0.041794643
5289,0.6409612,0.30765772,0.051381037
5290,0.8027633,0.1730029,0.024233839
5291,0.71878415,0.2512322,0.029983677
5292,0.56867874,0.39159065,0.039730597
5293,0.058154482,0.6691185,0.27272695
5294,0.42737296,0.41204914,0.16057788
5295,0.49907932,0.4154787,0.08544202
5296,0.6918105,0.28283027,0.025359247
5297,0.77484626,0.20417403,0.020979699
5298,0.097819,0.36484858,0.5373325
5299,0.042198744,0.14762919,0.810172
5300,0.15919386,0.48291853,0.35788757
5301,0.25846148,0.67026615,0.07127237
5302,0.78831077,0.19015121,0.021537943
5303,0.024199344,0.88361704,0.09218355
5304,0.060506124,0.59725237,0.34224153
5305,0.7096438,0.247808,0.04254832
5306,0.563932,0.28023013,0.15583794
5307,0.8416442,0.13247886,0.025876954
5308,0.7344622,0.21106608,0.05447171
5309,0.06699387,0.28395948,0.6490467
5310,0.44145864,0.38628775,0.17225353
5311,0.07239266,0.3656173,0.5619901
5312,0.18469414,0.7638304,0.05147545
5313,0.8400283,0.1427561,0.017215606
5314,0.77363247,0.19507615,0.0312914
5315,0.03322675,0.5403821,0.4263912
5316,0.058446757,0.6837023,0.25785092
5317,0.6767849,0.2531017,0.070113435
5318,0.48199886,0.49413705,0.02386407
5319,0.74020153,0.2169397,0.042858724
5320,0.6355103,0.3083111,0.056178607
5321,0.030258069,0.292669,0.677073
5322,0.54009223,0.40717304,0.052734733
5323,0.19728461,0.6439168,0.15879856
5324,0.119061165,0.45943362,0.42150527
5325,0.13944761,0.41620865,0.44434378
5326,0.33376828,0.61388993,0.0523418
5327,0.34855133,0.41414967,0.2372991
5328,0.76005876,0.2136527,0.026288511
5329,0.7588186,0.20537284,0.035808537
